,Speciality,Code,Title,Anes,Asst,Fee
2419,diagnostic-and-therapeutic-procedures/ophthalmology,G435,Tonometry,,,$5.10
2420,diagnostic-and-therapeutic-procedures/ophthalmology,G147,Visual evoked response - simple - professional component,,,$12.30
2421,diagnostic-and-therapeutic-procedures/ophthalmology,G149,Visual evoked response - simple - technical component,,,$18.55
2422,diagnostic-and-therapeutic-procedures/ophthalmology,G150,Visual evoked response - threshold - professional component,,,$19.20
2423,diagnostic-and-therapeutic-procedures/ophthalmology,G152,Visual evoked response - threshold - technical component,,,$31.80
2424,diagnostic-and-therapeutic-procedures/ophthalmology,G436,Visual fields - kinetic (with permanent record) - professional component,,,$14.50
2425,diagnostic-and-therapeutic-procedures/ophthalmology,G857,Visual fields - kinetic (with permanent record) - technical component,,,$4.65
2426,diagnostic-and-therapeutic-procedures/ophthalmology,G432,Visual fields - static - professional component,,,$26.95
2427,diagnostic-and-therapeutic-procedures/ophthalmology,G858,Visual fields - static - technical component,,,$14.05
2428,diagnostic-and-therapeutic-procedures/otolaryngology,G144,Brain stem evoked audiometry - Professional component,,,
2429,diagnostic-and-therapeutic-procedures/otolaryngology,G146,Brain stem evoked audiometry - technical component,,,$38.00
2430,diagnostic-and-therapeutic-procedures/otolaryngology,G141,Cortical evoked audiometry - Professional component,,,$19.15
2431,diagnostic-and-therapeutic-procedures/otolaryngology,G143,Cortical evoked audiometry - technical component,,,$38.00
2432,diagnostic-and-therapeutic-procedures/otolaryngology,G816,Electrocochleography (per ear): to include myringotomy if performed - professional component,,,$19.15
2433,diagnostic-and-therapeutic-procedures/otolaryngology,G815,Electrocochleography (per ear): to include myringotomy if performed - technical component,,,$38.00
2434,diagnostic-and-therapeutic-procedures/otolaryngology,G529,Impedance audiometry by manual or automated methods - Professional component,,,$1.86
2435,diagnostic-and-therapeutic-procedures/otolaryngology,G442,Impedance audiometry by manual or automated methods - technical component,,,$3.44
2436,diagnostic-and-therapeutic-procedures/otolaryngology,G530,"Miscellaneous advanced testing e.g. recruitment, tests of malingering, central auditory and stapedial reflex decay tests - per test - professional component, to a maximum of 1 - per test",,,$5.95
2437,diagnostic-and-therapeutic-procedures/otolaryngology,G443,"Miscellaneous advanced testing e.g. recruitment, tests of malingering, central auditory and stapedial reflex decay tests - per test - technical component, to a maximum of 1 - per test",,,$8.25
2438,diagnostic-and-therapeutic-procedures/otolaryngology,G450,Sound field audiometry (infants and children) - Professional component,,,$5.70
2439,diagnostic-and-therapeutic-procedures/otolaryngology,G448,Sound field audiometry (infants and children) - technical component,,,$22.90
2440,diagnostic-and-therapeutic-procedures/otolaryngology,G526,Pure tone threshold audiometry (with or without bone conduction) and speech reception threshold and/or speech discrimination scores. - Professional component,,,$16.45
2441,diagnostic-and-therapeutic-procedures/otolaryngology,G441,Pure tone threshold audiometry (with or without bone conduction) and speech reception threshold and/or speech discrimination scores. - technical component,,,$18.90
2442,diagnostic-and-therapeutic-procedures/otolaryngology,G525,Pure tone threshold audiometry with or without bone conduction - Professional component,,,$5.85
2443,diagnostic-and-therapeutic-procedures/otolaryngology,G440,Pure tone threshold audiometry with or without bone conduction - technical component,,,$10.85
2444,diagnostic-and-therapeutic-procedures/otolaryngology,G571,Professional component,,,$96.20
2445,diagnostic-and-therapeutic-procedures/otolaryngology,G570,Technical component,,,$118.95
2446,diagnostic-and-therapeutic-procedures/otolaryngology,G593,COVID-19 vaccine,,,$13.00
2447,diagnostic-and-therapeutic-procedures/otolaryngology,G451,Caloric testing with ENG - technical component,,,$19.60
2448,diagnostic-and-therapeutic-procedures/otolaryngology,G533,Caloric testing with ENG - professional component,,,$18.30
2449,diagnostic-and-therapeutic-procedures/otolaryngology,G108,Computerized rotation tests,,,$20.20
2450,diagnostic-and-therapeutic-procedures/otolaryngology,G191,Optokinetic tests,,,$12.40
2451,diagnostic-and-therapeutic-procedures/otolaryngology,G105,Positional testing with electronystagmography (ENG) - professional component,,,$20.90
2452,diagnostic-and-therapeutic-procedures/otolaryngology,G104,Positional testing with electronystagmography (ENG) - technical component,,,$19.60
2453,diagnostic-and-therapeutic-procedures/otolaryngology,G454,Stroboscopy,,,$16.80
2454,diagnostic-and-therapeutic-procedures/palliative-care,G512,Palliative care case management fee,,,
2455,diagnostic-and-therapeutic-procedures/palliative-care,G511,"Telephone management regarding a patient receiving palliative care athome ,,, per call",,,$17.75
2456,diagnostic-and-therapeutic-procedures/palliative-care,G571,Professional component,,,$96.20
2457,diagnostic-and-therapeutic-procedures/palliative-care,G570,Technical component,,,$118.95
2458,diagnostic-and-therapeutic-procedures/palliative-care,G593,COVID-19 vaccine,,,$13.00
2459,diagnostic-and-therapeutic-procedures/physical-medicine,G485,First major nerve and/or its branches,,,
2460,diagnostic-and-therapeutic-procedures/physical-medicine,G487,Repeat or additional procedure within 30 days of previous chemodenervation injection - first major nerve and/or its branches,,,$28.50
2461,diagnostic-and-therapeutic-procedures/physical-medicine,G571,Professional component,,,$96.20
2462,diagnostic-and-therapeutic-procedures/physical-medicine,G570,Technical component,,,$118.95
2463,diagnostic-and-therapeutic-procedures/physical-medicine,G593,COVID-19 vaccine,,,$13.00
2464,diagnostic-and-therapeutic-procedures/physical-medicine,G456,Schedule A - professional component,,,$99.90
2465,diagnostic-and-therapeutic-procedures/physical-medicine,G455,Schedule A - technical component,,,$28.90
2466,diagnostic-and-therapeutic-procedures/physical-medicine,G457,Schedule B - professional component,,,$61.95
2467,diagnostic-and-therapeutic-procedures/physical-medicine,G466,Schedule B - technical component,,,$19.45
2468,diagnostic-and-therapeutic-procedures/physical-medicine,G473,"Schedule C - professional component, when physician performs EMG and/or performs or supervises nerve conduction studies and interprets the results",,,$275.00
2469,diagnostic-and-therapeutic-procedures/physical-medicine,G471,Schedule C - technical component,,,$28.90
2470,diagnostic-and-therapeutic-procedures/physical-medicine,G458,Single fibre electromyography,,,$191.70
2471,diagnostic-and-therapeutic-procedures/psychiatry-and-respiratory-disease,G571,Professional component,0,,0
2472,diagnostic-and-therapeutic-procedures/psychiatry-and-respiratory-disease,G570,Technical component,0,,$118.95
2473,diagnostic-and-therapeutic-procedures/psychiatry-and-respiratory-disease,G593,COVID-19 vaccine,0,,$13.00
2474,diagnostic-and-therapeutic-procedures/psychiatry-and-respiratory-disease,G478,Electroconvulsive therapy (ECT) cerebral - single or multiple - in-patient,6,,$89.70
2475,diagnostic-and-therapeutic-procedures/psychiatry-and-respiratory-disease,G479,Electroconvulsive therapy (ECT) cerebral - single or multiple - out-patient,6,,$103.40
2476,diagnostic-and-therapeutic-procedures/psychiatry-and-respiratory-disease,G404,Chronic ventilatory care outside an Intensive Care Unit,0,,$61.00
2477,diagnostic-and-therapeutic-procedures/sleep-studies,G571,Professional component,,,
2478,diagnostic-and-therapeutic-procedures/sleep-studies,G570,Technical component,,,$118.95
2479,diagnostic-and-therapeutic-procedures/sleep-studies,G593,COVID-19 vaccine,,,$13.00
2480,diagnostic-and-therapeutic-procedures/sleep-studies,J894,Maintenance of wakefulness test,$72.85,$49.90,
2481,diagnostic-and-therapeutic-procedures/sleep-studies,J893,Multiple sleep latency test,$72.85,$49.90,
2482,diagnostic-and-therapeutic-procedures/sleep-studies,J899,Sleep study between 1 and 4 hours,$195.80,,
2483,diagnostic-and-therapeutic-procedures/sleep-studies,J898,Sleep study less than 1 hour,$97.90,,
2484,diagnostic-and-therapeutic-procedures/sleep-studies,J990,Sleep study more than 4 hours,$391.55,,
2485,diagnostic-and-therapeutic-procedures/sleep-studies,J896,Initial diagnostic study - Level 1,$391.55,$97.50,
2486,diagnostic-and-therapeutic-procedures/sleep-studies,J897,Repeat diagnostic study - Level 1,$391.55,$97.50,
2487,diagnostic-and-therapeutic-procedures/sleep-studies,J890,Specialized facility diagnostic study,$391.60,$97.50,
2488,diagnostic-and-therapeutic-procedures/sleep-studies,J889,Specialized facility therapeutic study,$391.60,$97.50,
2489,diagnostic-and-therapeutic-procedures/sleep-studies,J895,Therapeutic study for sleep related breathing disorders - Level 1,$391.55,$97.50,
2490,diagnostic-and-therapeutic-procedures/urology,G193,"Complete multichannel urodynamic assessment - to include monitoring ofintravesicular, intra-abdominal, and urethral pressures, with or without pressure-flow studies",,,
2491,diagnostic-and-therapeutic-procedures/urology,G475,Cystometrogram and/or voiding pressure studies and/or flow rate with or withoutpostural studies and/or urethral pressure profile including interpretation,,,$23.75
2492,diagnostic-and-therapeutic-procedures/urology,G477,Interpretation of comprehensive urodynamic studies (when the procedure is done by paramedical personnel),,,$5.40
2493,diagnostic-and-therapeutic-procedures/urology,G476,Prostatic massage,,,$5.40
2494,diagnostic-and-therapeutic-procedures/urology,G900,Residual urine measurement by ultrasound,,,$12.70
2495,diagnostic-and-therapeutic-procedures/urology,G192,"Video fluoroscopic multichannel urodynamic assessment to include monitoring of intravesicular, intra-abdominal, and urethral pressures, with simultaneousfluoroscope imaging and recording of filling and voiding phases including interpretation",,,$73.65
2496,diagnostic-and-therapeutic-procedures/urology,G571,Professional component,,,$96.20
2497,diagnostic-and-therapeutic-procedures/urology,G570,Technical component,,,$118.95
2498,diagnostic-and-therapeutic-procedures/urology,G593,COVID-19 vaccine,,,$13.00
2499,diagnostic-and-therapeutic-procedures/urology,G555,Ambulatory EEG monitoring - professional component,,,$120.00
2500,diagnostic-and-therapeutic-procedures/urology,G554,Ambulatory EEG monitoring - technical component,,,$48.90
2501,diagnostic-and-therapeutic-procedures/urology,G545,Professional component ... per unit,,,$14.70
2502,diagnostic-and-therapeutic-procedures/urology,G546,Prolonged EEG monitoring - Radiotelemetry - professional component,,,$30.45
2503,diagnostic-and-therapeutic-procedures/urology,G542,Prolonged EEG monitoring - Radiotelemetry - technical component,,,$24.40
2504,diagnostic-and-therapeutic-procedures/urology,G415,Routine EEG - professional component,,,$23.15
2505,diagnostic-and-therapeutic-procedures/urology,G418,Routine EEG - professional component (16 - 21 channel EEG),,,$62.50
2506,diagnostic-and-therapeutic-procedures/urology,G414,Routine EEG - technical component,,,$25.75
2507,diagnostic-and-therapeutic-procedures/urology,G496,Sleep-deprived/induced EEG - professional component,,,$120.00
2508,diagnostic-and-therapeutic-procedures/urology,G543,Sleep-deprived/induced EEG - Professional component,,,$120.00
2509,diagnostic-and-therapeutic-procedures/urology,G541,Sleep-deprived/induced EEG - technical component,,,$41.20
2510,diagnostic-and-therapeutic-procedures/urology,G540,Technical component - per unit,,,$9.55
2511,diagnostic-and-therapeutic-procedures/urology,G138,Upper or lower limbs - professional component,,,$71.65
2512,diagnostic-and-therapeutic-procedures/urology,G140,Upper or lower limbs - technical component,,,$42.40
2513,diagnostic-and-therapeutic-procedures/urology,G410,Amytal test (Wada)-bilateral - supervision and co-ordination of tests,,,$68.40
2514,diagnostic-and-therapeutic-procedures/urology,G547,"Clinical Programming of Deep Brain Stimulator (DBS) includes one or more visits for DBS checking, minor and major DBS adjustments, and intensive programming. First implantation site (maximum 1 per patient)",,,$185.70
2515,diagnostic-and-therapeutic-procedures/urology,G413,Electrocorticogram - supervision and interpretation,,,$170.85
2516,diagnostic-and-therapeutic-procedures/urology,G548,"Electrophysiological assessment - of Deep Brain Stimulators - includesmeasuring electrode impedance, recording EEG and EMG, rectification, averaging, frequency analysis and cross correlation.",,,$278.85
2517,diagnostic-and-therapeutic-procedures/urology,G266,"Electrophysiological assessment - of movement disorders includes multi-channel recording of EEG and EMG, rectification, averaging, back averaging, frequency analysis and cross correlation.",,,$278.85
2518,diagnostic-and-therapeutic-procedures/urology,G267,Intra-operative evaluation of movement disorder patient during functional neurosurgery,,,$270.05
2519,diagnostic-and-therapeutic-procedures/urology,G551,Katzman test (subarachnoid infusion test) including lumbar puncture,,,$170.85
2520,diagnostic-and-therapeutic-procedures/urology,"Show info for code Z805










Code no longer active

																												Z805",Lumbar punct. w/ install. of med,,,$88.10
2521,diagnostic-and-therapeutic-procedures/urology,Z804,Lumbar puncture,,,$150.00
2522,diagnostic-and-therapeutic-procedures/urology,G419,Tensilon test,,,$20.60
2523,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,G571,Professional component,0,,0
2524,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,G570,Technical component,0,,$118.95
2525,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,G593,COVID-19 vaccine,0,,$13.00
2526,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,Z553,"Peritoneoscopy, culdoscopy or laparoscopy - with biopsy and/or lysis of adhesions and/or removal of foreign body and/or cautery of endometrial implants",6,6,$196.65
2527,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,Z552,"Peritoneoscopy, culdoscopy or laparoscopy - without biopsy",6,6,$149.65
2528,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S319,Panniculectomy - Mesenteric cyst,6,6,$335.15
2529,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S318,"Panniculectomy, including any necessary diastasis repair",6,6,$500.00
2530,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S317,Umbilectomy - plastic,7,6,$111.45
2531,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S310,Insertion of peritoneo-jugular shunt for ascites - Insertion of intraperitoneal chemotherapy port by laparotomy or laparoscopy,6,6,$215.10
2532,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S203,Insertion of peritoneo-jugular shunt for ascites - primary,7,7,$281.85
2533,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S315,Insertion of peritoneo-jugular shunt for ascites - Removal of intraperitoneal chemotherapy port by laparotomy or laparoscopy,6,6,$215.10
2534,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S209,Insertion of peritoneo-jugular shunt for ascites - revision,7,7,$208.15
2535,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S321,Laparotomy - for acute trauma,6,6,$587.10
2536,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S312,"Laparotomy, with or without biopsy or for Hirschsprung's disease (except biopsies of stomach, liver, pancreas and multiple paraaortic lymph nodes",7,6,$485.25
2537,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,Z563,Needle biopsy of peritoneum,0,,$48.00
2538,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,Z564,Open lavage of peritoneal cavity for diagnosis without manual exploration of peritoneal cavity,7,,$73.60
2539,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S314,Peritoneal abscess - abdominal,7,6,$264.45
2540,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S320,Peritoneal abscess - Insertion of antabuse into abdominal wall,0,,$58.15
2541,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,Z594,"Peritoneal abscess - Percutaneous abdominal abscess drainage including daily supervision, for one or more abscesses within the same abdominal quadrant or the pelvis",0,,$331.90
2542,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,Z574,Peritoneal abscess - Removal of infected sutures from abdominal wall or re-exploration of wound for bleeding - general anaesthetic,7,6,$94.85
2543,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,Z595,Peritoneal abscess - Replacement of drainage catheter in abdominal abscess,0,,$54.05
2544,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S313,Peritoneal abscess - subphrenic,7,7,$370.95
2545,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S311,Peritoneal abscess - Umbilical vein intraabdominal dissection and catheterization,6,6,$232.50
2546,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,Z590,Aspiration - for diagnostic sample,0,,$31.30
2547,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,Z763,Aspiration - Paracentesis with lavage for diagnosis,6,,$38.70
2548,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,Z591,Aspiration - with therapeutic drainage with or without diagnostic sample,6,,$57.65
2549,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S342,Congenital diaphragmatic hernia - Epigastric,6,6,$239.20
2550,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S344,Congenital diaphragmatic hernia - Massive incisional hernia,7,6,$500.00
2551,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S345,Congenital diaphragmatic hernia - Massive sliding inguinal hernia,7,6,$431.35
2552,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S346,Congenital diaphragmatic hernia - Primary or first stage repair,13,9,"$1,300.55"
2553,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S347,Congenital diaphragmatic hernia - Second or subsequent stage repair,13,9,$472.15
2554,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S340,Congenital diaphragmatic hernia - Ventral post-operative,7,6,$370.95
2555,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S323,Herniotomy - Inguinal and/or femoral - adolescents and adults,7,6,$357.80
2556,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S326,Herniotomy - Inguinal and/or femoral - children,6,6,$412.50
2557,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S322,Herniotomy - Inguinal and/or femoral - infants,7,6,$487.50
2558,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S330,Herniotomy - Strangulated or incarcerated - with resection of bowel,7,6,$660.50
2559,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S329,Herniotomy - Strangulated or incarcerated - without resection of bowel,7,6,$425.00
2560,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S332,Herniotomy - Umbilical - adolescent or adult,6,6,$300.00
2561,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S333,Herniotomy - Umbilical - child (operative),6,6,$222.75
2562,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S328,Herniotomy - Unilateral with exploration of other side - infants and children,7,6,$458.40
2563,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S325,Omentopexy - as sole operative procedure,7,6,$305.05
2564,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S348,Omphalocele and gastroschisis - Primary or first stage repair,7,7,"$1,112.35"
2565,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S349,Omphalocele and gastroschisis - Second or subsequent stage repair,7,7,"$1,408.35"
2566,digestive-system-surgical-procedures/abdomen-peritoneum-and-omentum,S343,Secondary closure for evisceration sole operative procedure in abdomen,7,6,$350.00
2567,digestive-system-surgical-procedures/billary-tract,G571,Professional component,0,,0
2568,digestive-system-surgical-procedures/billary-tract,G570,Technical component,0,,$118.95
2569,digestive-system-surgical-procedures/billary-tract,G593,COVID-19 vaccine,0,,$13.00
2570,digestive-system-surgical-procedures/billary-tract,Z558,Endoscopic retrograde cholangiopancreatography (ERCP) - including sphincterotomy and may include removal of one or more bile duct stones,6,,$300.25
2571,digestive-system-surgical-procedures/billary-tract,Z760,Endoscopic retrograde cholangiopancreatography (ERCP) - through gastrojejunostomy following previous Billroth II,6,,$251.85
2572,digestive-system-surgical-procedures/billary-tract,Z561,Endoscopic retrograde cholangiopancreatography (ERCP) - with cannulation of common bile duct and/or pancreatic duct,6,,$213.15
2573,digestive-system-surgical-procedures/billary-tract,Z593,Nasobiliary catheter insertion,0,,$55.25
2574,digestive-system-surgical-procedures/billary-tract,S287,Cholecystectomy,7,7,$478.00
2575,digestive-system-surgical-procedures/billary-tract,S291,Choledochectomy for tumour*,8,8,$406.85
2576,digestive-system-surgical-procedures/billary-tract,Z562,Biliary duct calculus manipulation and/or removal via T-tube tract - as sole procedure,7,,$116.20
2577,digestive-system-surgical-procedures/billary-tract,Z542,Biliary duct calculus manipulation and/or removal via T-tube tract - Intubation of bile duct for obstruction,0,,$85.25
2578,digestive-system-surgical-procedures/billary-tract,S283,Cholecystoenterostomy,7,7,$447.45
2579,digestive-system-surgical-procedures/billary-tract,S282,Cholecystogastrostomy,7,7,$447.45
2580,digestive-system-surgical-procedures/billary-tract,S278,Cholecystostomy,7,7,$408.05
2581,digestive-system-surgical-procedures/billary-tract,S281,Choledochoduodenostomy or choledochoenterostomy or choledochocholechostomy,9,7,$721.70
2582,digestive-system-surgical-procedures/billary-tract,S276,Choledochotomy (previous cholecystectomy),8,7,$610.20
2583,digestive-system-surgical-procedures/billary-tract,S285,Intrahepatic choledochoenterostomy (anastomosis above the common hepatic duct bifurcation),12,9,$915.30
2584,digestive-system-surgical-procedures/billary-tract,S234,Replacement of catheter in S233,0,,$64.85
2585,digestive-system-surgical-procedures/billary-tract,S280,Transduodenal sphincterotomy and choledochotomy (previous cholecystectomy),9,7,$844.65
2586,digestive-system-surgical-procedures/billary-tract,S292,"Common duct stricture, dissection and/or resection*",10,7,$203.40
2587,digestive-system-surgical-procedures/billary-tract,Z596,Extracorporeal shock wave lithotripsy for bile duct calculi,6,,$314.20
2588,digestive-system-surgical-procedures/billiary-tract,G571,Professional component,,,
2589,digestive-system-surgical-procedures/billiary-tract,G570,Technical component,,,$118.95
2590,digestive-system-surgical-procedures/billiary-tract,G593,COVID-19 vaccine,,,$13.00
2591,digestive-system-surgical-procedures/billiary-tract,S233,Percutaneous trans-hepatic catheter drainage of obstructed bile ducts,,,$394.25
2592,digestive-system-surgical-procedures/endoscopic-ultrasound,S236,Linear or radial echo-endoscope - excluding biliary or pancreatic examination (scope also used for therapeutic procedures),6,,6
2593,digestive-system-surgical-procedures/endoscopic-ultrasound,S237,Linear or radial echo-endoscope - including biliary and/or pancreatic examination (scope also used for therapeutic procedures),6,,$253.80
2594,digestive-system-surgical-procedures/endoscopic-ultrasound,G571,Professional component,0,,$96.20
2595,digestive-system-surgical-procedures/endoscopic-ultrasound,G570,Technical component,0,,$118.95
2596,digestive-system-surgical-procedures/endoscopic-ultrasound,G593,COVID-19 vaccine,0,,$13.00
2597,digestive-system-surgical-procedures/intestines-except-rectum,Z555,"Absence of signs or symptoms or risk factors, 50 years of age or older sigmoid to descending colon",5,,5
2598,digestive-system-surgical-procedures/intestines-except-rectum,Z499,"Absence of signs or symptoms, family history associated with an increased risk of malignancy (e.g. a first degree relative or at least two second degree relatives with colorectal cancer or a premalignant lesion) sigmoid to descending colon",5,,$51.95
2599,digestive-system-surgical-procedures/intestines-except-rectum,Z496,Colonoscopy - For diagnosis or ongoing management - Presence of signs or symptoms sigmoid to descending colon,5,,$51.95
2600,digestive-system-surgical-procedures/intestines-except-rectum,Z497,Confirmatory colonoscopy - sigmoid to descending colon,5,,$51.95
2601,digestive-system-surgical-procedures/intestines-except-rectum,Z517,Excision of first polyp (10 mm to 19 mm),4,,$150.15
2602,digestive-system-surgical-procedures/intestines-except-rectum,Z516,Excision of first polyp (20 mm to 29 mm),4,,$150.15
2603,digestive-system-surgical-procedures/intestines-except-rectum,Z571,Excision of first polyp greater than or equal to 3mm through colonoscope,4,,$150.15
2604,digestive-system-surgical-procedures/intestines-except-rectum,Z765,Excision of obstructive tumour or stricture through colonoscopy - 2 cm or greater,0,,$131.75
2605,digestive-system-surgical-procedures/intestines-except-rectum,Z764,Excision of obstructive tumour or stricture through colonoscopy - less than 2 cm,0,,$69.80
2606,digestive-system-surgical-procedures/intestines-except-rectum,Z492,"Five year follow up of normal colonoscopy (Z499), absence of intervening signs or symptoms - sigmoid to descending",5,,$51.95
2607,digestive-system-surgical-procedures/intestines-except-rectum,Z498,Follow up of abnormal colonoscopy sigmoid to descending colon,5,,$51.95
2608,digestive-system-surgical-procedures/intestines-except-rectum,Z491,Follow up of incomplete polyp resection,5,,$51.95
2609,digestive-system-surgical-procedures/intestines-except-rectum,Z495,Follow up of unsatisfactory colonoscopy,5,,$51.95
2610,digestive-system-surgical-procedures/intestines-except-rectum,Z494,Hereditary (e.g. Familial adenomatous Polyposis or Hereditary NonPolyposis Colorectal Cancer) or other bowel disorders (e.g. inflammatory bowel disease) associated with increased risk of malignancy,5,,$51.95
2611,digestive-system-surgical-procedures/intestines-except-rectum,Z513,Hydrostatic Pneumatic dilatation of colon stricture(s) through colonoscope,0,,$107.50
2612,digestive-system-surgical-procedures/intestines-except-rectum,Z493,"Ten year follow up of normal colonoscopy (Z497, Z555), absence of intervening signs or symptoms sigmoid to descending",5,,$51.95
2613,digestive-system-surgical-procedures/intestines-except-rectum,G571,Professional component,0,,$96.20
2614,digestive-system-surgical-procedures/intestines-except-rectum,G570,Technical component,0,,$118.95
2615,digestive-system-surgical-procedures/intestines-except-rectum,G593,COVID-19 vaccine,0,,$13.00
2616,digestive-system-surgical-procedures/intestines-except-rectum,Z560,Duodenoscopy (not to be claimed if Z399 and/or Z400 performed on same patient within 3 months),4,,$92.10
2617,digestive-system-surgical-procedures/intestines-except-rectum,Z512,"Endoscopy of ileostomy or colostomy, or reduction of obstructed Koch ileostomy",4,,$36.80
2618,digestive-system-surgical-procedures/intestines-except-rectum,Z514,"Endoscopy of ileostomy or colostomy, or reduction of obstructed Koch ileostomy - with biopsy",4,,$44.55
2619,digestive-system-surgical-procedures/intestines-except-rectum,Z749,Subsequent procedure (within three months following previous endoscopic procedure),4,,$72.55
2620,digestive-system-surgical-procedures/intestines-except-rectum,S188,Ileostomy - Bowel resection without anastomosis (colostomy and mucous fistula),6,6,$770.55
2621,digestive-system-surgical-procedures/intestines-except-rectum,S170,Ileostomy - plus total colectomy plus abdominoperineal resection,10,9,"$2,183.65"
2622,digestive-system-surgical-procedures/intestines-except-rectum,S168,Ileostomy - subtotal colectomy,7,7,"$1,260.40"
2623,digestive-system-surgical-procedures/intestines-except-rectum,S173,Ileostomy - Two-surgeon team - abdominal,10,9,"$1,812.00"
2624,digestive-system-surgical-procedures/intestines-except-rectum,S174,Ileostomy - Two-surgeon team - perineal,0,,$533.80
2625,digestive-system-surgical-procedures/intestines-except-rectum,S189,Ileostomy -Intestinal bypass for morbid obesity,10,7,$951.20
2626,digestive-system-surgical-procedures/intestines-except-rectum,S178,Intestinal obstruction (mechanical) - Intestinal atresia (newborn),7,6,"$1,512.75"
2627,digestive-system-surgical-procedures/intestines-except-rectum,S179,Intestinal obstruction (mechanical) - Meconium ileus,7,6,"$1,512.75"
2628,digestive-system-surgical-procedures/intestines-except-rectum,S176,Intestinal obstruction (mechanical) - One stage - with entero-enterostomy,7,6,$894.85
2629,digestive-system-surgical-procedures/intestines-except-rectum,S180,Intestinal obstruction (mechanical) - One stage - with enterotomy,7,6,$824.80
2630,digestive-system-surgical-procedures/intestines-except-rectum,S177,Intestinal obstruction (mechanical) - One stage - with resection,7,6,"$1,055.25"
2631,digestive-system-surgical-procedures/intestines-except-rectum,S175,Intestinal obstruction (mechanical) - One stage - without resection,7,6,$712.35
2632,digestive-system-surgical-procedures/intestines-except-rectum,S162,Local excision of lesion of intestine,7,6,$528.85
2633,digestive-system-surgical-procedures/intestines-except-rectum,Z750,Resection of exteriorized intestine,7,6,$82.35
2634,digestive-system-surgical-procedures/intestines-except-rectum,S167,Resection with anastomosis - Large intestine any portion,7,7,$877.95
2635,digestive-system-surgical-procedures/intestines-except-rectum,S171,Resection with anastomosis - Left hemicolectomy with anterior resection or proctosigmoidectomy (anastomosis below peritoneal reflection & mobilization of splenic flexure),8,7,"$1,128.10"
2636,digestive-system-surgical-procedures/intestines-except-rectum,S166,"Resection with anastomosis - Small and large intestine terminal ileum, cecum and ascending colon (right hemicolectomy)",7,7,$899.85
2637,digestive-system-surgical-procedures/intestines-except-rectum,S164,Resection with anastomosis - Small intestine - duodenum,7,6,"$1,015.15"
2638,digestive-system-surgical-procedures/intestines-except-rectum,S165,Resection with anastomosis - Small intestine - other,7,6,$741.45
2639,digestive-system-surgical-procedures/intestines-except-rectum,S169,Resection with anastomosis - Total colectomy with ileorectal anastomosis,9,9,"$1,313.65"
2640,digestive-system-surgical-procedures/intestines-except-rectum,S172,"Resection with anastomosis - Total colectomy with mucosal proctectomy with ileal pouch, ileoanal anastomosis and loop ileostomy",10,9,"$2,247.70"
